YEAR;MES;ID;GENERO;MUJERES;HOMBRES;OCUPACION2;RESPONSABLE;ESTAMENTO;Rango Edad
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO ESPECIALISTA;0;Tecnicos;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO ESPECIALISTA;0;Tecnicos;4. Entre 51 y 60 
2014;12-dic;15;Femenino;15;0;GESTOR;1;Mandos Medios;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;GESTOR;1;Mandos Medios;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;GESTOR;1;Mandos Medios;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO TERRENO;0;Operarios;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO TERRENO;0;Operarios;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;TECNICO TERRENO;0;Operarios;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;5. Entre 61 y 70 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO TERRENO;0;Operarios;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;Manager;1;Directivos;4. Entre 51 y 60 
2014;12-dic;15;Masculino;0;1;TECNICO TERRENO;0;Operarios;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;GESTOR;1;Mandos Medios;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;4. Entre 51 y 60 
2014;12-dic;15;Femenino;15;0;GESTOR;1;Mandos Medios;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;Manager;0;Directivos;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;4. Entre 51 y 60 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;4. Entre 51 y 60 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;4. Entre 51 y 60 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;GESTOR;1;Mandos Medios;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;4. Entre 51 y 60 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;GESTOR;1;Mandos Medios;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;GESTOR;1;Mandos Medios;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;5. Entre 61 y 70 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;1. Menor a 30 
2014;12-dic;15;Femenino;15;0;GESTOR;1;Mandos Medios;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;TECNICO;0;Tecnicos;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;TECNICO;0;Tecnicos;3. Entre 41 y 50 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;Manager;1;Directivos;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;3. Entre 41 y 50 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;1. Menor a 30 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;Manager;1;Directivos;4. Entre 51 y 60 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Masculino;0;1;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
2014;12-dic;15;Femenino;15;0;ESPECIALISTA;0;Profesionales;2. Entre 30 y 40 
